Connection	matching	Soot(1)	OSA(2)	SPOON(4)	JCG(8)	WALA(16)	JDT(64)	IntersectionID
(139)initialization.IntermediateInitialization.<init>()->(75)java.lang.Object.<init>()	5	X	X	X	X	X		31
(140)initialization.StaticInit.<init>()->(75)java.lang.Object.<init>()	5	X	X	X	X	X		31
(141)initialization.Constructor.callPrivate()->(142)initialization.Constructor.privateMethod()	6	X	X	X	X	X	X	95
(143)initialization.InitializationTest.main(java.lang.String[])->(71)initialization.InitializationTest.test()	6	X	X	X	X	X	X	95
(143)initialization.InitializationTest.main(java.lang.String[])->(113)initialization.InitializationTest.<init>()	6	X	X	X	X	X	X	95
(0)dynamic.DynamicTest.reflection()->(1)helper.Debug.<clinit>()	1	X						1
(0)dynamic.DynamicTest.reflection()->(4)java.lang.Object.<clinit>()	1	X						1
(0)dynamic.DynamicTest.reflection()->(5)java.lang.System.<clinit>()	1	X						1
(0)dynamic.DynamicTest.reflection()->(6)java.lang.Class.<clinit>()	1	X						1
(0)dynamic.DynamicTest.reflection()->(77)java.lang.reflect.AccessibleObject.setAccessible(boolean)	5	X	X	X		X	X	87
(1)helper.Debug.<clinit>()->(1)helper.Debug.<clinit>()	1	X						1
(1)helper.Debug.<clinit>()->(4)java.lang.Object.<clinit>()	1	X						1
(3)helper.Debug.debug(java.lang.String)->(1)helper.Debug.<clinit>()	1	X						1
(3)helper.Debug.debug(java.lang.String)->(4)java.lang.Object.<clinit>()	1	X						1
(3)helper.Debug.debug(java.lang.String)->(5)java.lang.System.<clinit>()	1	X						1
(7)dynamic.DynamicTest.methodHandle()->(1)helper.Debug.<clinit>()	1	X						1
(7)dynamic.DynamicTest.methodHandle()->(4)java.lang.Object.<clinit>()	1	X						1
(7)dynamic.DynamicTest.methodHandle()->(5)java.lang.System.<clinit>()	1	X						1
(7)dynamic.DynamicTest.methodHandle()->(10)java.lang.invoke.MethodHandles.<clinit>()	1	X						1
(7)dynamic.DynamicTest.methodHandle()->(11)java.lang.invoke.MethodType.<clinit>()	1	X						1
(12)java8.Java8Test.lambda()->(1)helper.Debug.<clinit>()	1	X						1
(12)java8.Java8Test.lambda()->(4)java.lang.Object.<clinit>()	1	X						1
(13)java8.Java8Test.methodReference()->(1)helper.Debug.<clinit>()	1	X						1
(13)java8.Java8Test.methodReference()->(4)java.lang.Object.<clinit>()	1	X						1
(14)java8.Java8Test.functionalInterface()->(1)helper.Debug.<clinit>()	1	X						1
(14)java8.Java8Test.functionalInterface()->(4)java.lang.Object.<clinit>()	1	X						1
(15)java8.Java8Test.functionalInterface2()->(1)helper.Debug.<clinit>()	1	X						1
(15)java8.Java8Test.functionalInterface2()->(4)java.lang.Object.<clinit>()	1	X						1
(16)java8.Java8Test.test()->(1)helper.Debug.<clinit>()	1	X						1
(16)java8.Java8Test.test()->(4)java.lang.Object.<clinit>()	1	X						1
(17)java8.Java8Test.lambda$0(int,int)->(1)helper.Debug.<clinit>()	1	X						1
(17)java8.Java8Test.lambda$0(int,int)->(4)java.lang.Object.<clinit>()	1	X						1
(18)java8.Java8Test.lambda$3(java.lang.String)->(4)java.lang.Object.<clinit>()	1	X						1
(18)java8.Java8Test.lambda$3(java.lang.String)->(5)java.lang.System.<clinit>()	1	X						1
(18)java8.Java8Test.lambda$3(java.lang.String)->(19)java.lang.String.<clinit>()	1	X						1
(20)java8.MethodReference.print(java.lang.String)->(1)helper.Debug.<clinit>()	1	X						1
(20)java8.MethodReference.print(java.lang.String)->(4)java.lang.Object.<clinit>()	1	X						1
(21)java8.MethodReference.privatePrint()->(1)helper.Debug.<clinit>()	1	X						1
(21)java8.MethodReference.privatePrint()->(4)java.lang.Object.<clinit>()	1	X						1
(22)java8.MethodReference.<init>()->(4)java.lang.Object.<clinit>()	1	X						1
(22)java8.MethodReference.<init>()->(23)java.util.ArrayList.<clinit>()	1	X						1
(22)java8.MethodReference.<init>()->(90)java.util.Collections$CheckedCollection.add(java.lang.Object)	1	X						1
(22)java8.MethodReference.<init>()->(91)java.util.concurrent.CopyOnWriteArrayList.add(java.lang.Object)	1	X						1
(22)java8.MethodReference.<init>()->(92)java.util.Vector.add(java.lang.Object)	1	X						1
(22)java8.MethodReference.<init>()->(93)java.util.Collections$UnmodifiableCollection.add(java.lang.Object)	1	X						1
(22)java8.MethodReference.<init>()->(94)java.util.LinkedList.add(java.lang.Object)	1	X						1
(22)java8.MethodReference.<init>()->(95)java.util.Collections$SynchronizedCollection.add(java.lang.Object)	1	X						1
(22)java8.MethodReference.<init>()->(96)java.util.ArrayList.add(java.lang.Object)	2	X				X		17
(22)java8.MethodReference.<init>()->(97)java.util.AbstractList.add(java.lang.Object)	1	X						1
(24)generics.GenericsTest.genericMethod(helper.Interface)->(1)helper.Debug.<clinit>()	1	X						1
(24)generics.GenericsTest.genericMethod(helper.Interface)->(4)java.lang.Object.<clinit>()	1	X						1
(24)generics.GenericsTest.genericMethod(helper.Interface)->(35)anonymAndInner.AnonymAndInnerTest$1.foo()	1	X						1
(24)generics.GenericsTest.genericMethod(helper.Interface)->(47)helper.Abstract.foo()	2	X				X		17
(24)generics.GenericsTest.genericMethod(helper.Interface)->(49)helper.Child1.foo()	1	X						1
(25)generics.GenericsTest.test()->(1)helper.Debug.<clinit>()	1	X						1
(25)generics.GenericsTest.test()->(4)java.lang.Object.<clinit>()	1	X						1
(25)generics.GenericsTest.test()->(117)anonymAndInner.AnonymAndInnerTest$2.generic(helper.Interface)	1	X						1
(26)generics.Generic1.generic(helper.Interface)->(1)helper.Debug.<clinit>()	1	X						1
(26)generics.Generic1.generic(helper.Interface)->(4)java.lang.Object.<clinit>()	1	X						1
(26)generics.Generic1.generic(helper.Interface)->(35)anonymAndInner.AnonymAndInnerTest$1.foo()	1	X						1
(26)generics.Generic1.generic(helper.Interface)->(47)helper.Abstract.foo()	2	X				X		17
(26)generics.Generic1.generic(helper.Interface)->(49)helper.Child1.foo()	2	X				X		17
(27)generics.Generic2.generic(helper.Interface,generics.Generic1)->(1)helper.Debug.<clinit>()	1	X						1
(27)generics.Generic2.generic(helper.Interface,generics.Generic1)->(4)java.lang.Object.<clinit>()	1	X						1
(27)generics.Generic2.generic(helper.Interface,generics.Generic1)->(35)anonymAndInner.AnonymAndInnerTest$1.foo()	1	X						1
(27)generics.Generic2.generic(helper.Interface,generics.Generic1)->(47)helper.Abstract.foo()	2	X				X		17
(27)generics.Generic2.generic(helper.Interface,generics.Generic1)->(49)helper.Child1.foo()	1	X						1
(27)generics.Generic2.generic(helper.Interface,generics.Generic1)->(117)anonymAndInner.AnonymAndInnerTest$2.generic(helper.Interface)	1	X						1
(28)generics.Generic3.foo()->(1)helper.Debug.<clinit>()	1	X						1
(28)generics.Generic3.foo()->(4)java.lang.Object.<clinit>()	1	X						1
(28)generics.Generic3.foo()->(26)generics.Generic1.generic(helper.Interface)	4	X	X	X		X		23
(29)parser.ParserTest.test()->(1)helper.Debug.<clinit>()	1	X						1
(29)parser.ParserTest.test()->(4)java.lang.Object.<clinit>()	1	X						1
(29)parser.ParserTest.test()->(6)java.lang.Class.<clinit>()	1	X						1
(30)parser.ForParser.foo()->(1)helper.Debug.<clinit>()	1	X						1
(30)parser.ForParser.foo()->(4)java.lang.Object.<clinit>()	1	X						1
(31)parser.ForParser.goo()->(1)helper.Debug.<clinit>()	1	X						1
(31)parser.ForParser.goo()->(4)java.lang.Object.<clinit>()	1	X						1
(32)parser.ForParser.validMethod(helper.Child2,generics.Generic1,java.lang.Class[])->(1)helper.Debug.<clinit>()	1	X						1
(32)parser.ForParser.validMethod(helper.Child2,generics.Generic1,java.lang.Class[])->(4)java.lang.Object.<clinit>()	1	X						1
(33)parser.ForParser.validGenericMethod(helper.Child2,generics.Generic1,java.lang.Class[])->(1)helper.Debug.<clinit>()	1	X						1
(33)parser.ForParser.validGenericMethod(helper.Child2,generics.Generic1,java.lang.Class[])->(4)java.lang.Object.<clinit>()	1	X						1
(34)anonymAndInner.Outer.inner()->(1)helper.Debug.<clinit>()	1	X						1
(34)anonymAndInner.Outer.inner()->(4)java.lang.Object.<clinit>()	1	X						1
(35)anonymAndInner.AnonymAndInnerTest$1.foo()->(1)helper.Debug.<clinit>()	1	X						1
(35)anonymAndInner.AnonymAndInnerTest$1.foo()->(4)java.lang.Object.<clinit>()	1	X						1
(36)anonymAndInner.Outer$Nested.staticNested()->(1)helper.Debug.<clinit>()	1	X						1
(36)anonymAndInner.Outer$Nested.staticNested()->(4)java.lang.Object.<clinit>()	1	X						1
(37)anonymAndInner.Outer$Nested.nested()->(1)helper.Debug.<clinit>()	1	X						1
(37)anonymAndInner.Outer$Nested.nested()->(4)java.lang.Object.<clinit>()	1	X						1
(38)anonymAndInner.Outer$Inner.inner()->(1)helper.Debug.<clinit>()	1	X						1
(38)anonymAndInner.Outer$Inner.inner()->(4)java.lang.Object.<clinit>()	1	X						1
(39)anonymAndInner.AnonymAndInnerTest.innerClass()->(1)helper.Debug.<clinit>()	1	X						1
(39)anonymAndInner.AnonymAndInnerTest.innerClass()->(4)java.lang.Object.<clinit>()	1	X						1
(40)anonymAndInner.AnonymAndInnerTest.anonim()->(1)helper.Debug.<clinit>()	1	X						1
(40)anonymAndInner.AnonymAndInnerTest.anonim()->(4)java.lang.Object.<clinit>()	1	X						1
(40)anonymAndInner.AnonymAndInnerTest.anonim()->(35)anonymAndInner.AnonymAndInnerTest$1.foo()	2	X				X		17
(40)anonymAndInner.AnonymAndInnerTest.anonim()->(117)anonymAndInner.AnonymAndInnerTest$2.generic(helper.Interface)	2	X				X		17
(41)anonymAndInner.AnonymAndInnerTest.nested()->(1)helper.Debug.<clinit>()	1	X						1
(41)anonymAndInner.AnonymAndInnerTest.nested()->(4)java.lang.Object.<clinit>()	1	X						1
(42)anonymAndInner.AnonymAndInnerTest$2.generic(helper.Child1)->(1)helper.Debug.<clinit>()	1	X						1
(42)anonymAndInner.AnonymAndInnerTest$2.generic(helper.Child1)->(4)java.lang.Object.<clinit>()	1	X						1
(42)anonymAndInner.AnonymAndInnerTest$2.generic(helper.Child1)->(35)anonymAndInner.AnonymAndInnerTest$1.foo()	2	X				X		17
(43)helper.Child2.goo()->(1)helper.Debug.<clinit>()	1	X						1
(43)helper.Child2.goo()->(4)java.lang.Object.<clinit>()	1	X						1
(44)helper.Child2.hoo()->(1)helper.Debug.<clinit>()	1	X						1
(44)helper.Child2.hoo()->(4)java.lang.Object.<clinit>()	1	X						1
(45)helper.Interface.hoo()->(1)helper.Debug.<clinit>()	1	X						1
(45)helper.Interface.hoo()->(4)java.lang.Object.<clinit>()	1	X						1
(46)helper.Child3.hoo()->(1)helper.Debug.<clinit>()	1	X						1
(46)helper.Child3.hoo()->(4)java.lang.Object.<clinit>()	1	X						1
(47)helper.Abstract.foo()->(1)helper.Debug.<clinit>()	1	X						1
(47)helper.Abstract.foo()->(4)java.lang.Object.<clinit>()	1	X						1
(48)helper.Child1.goo()->(1)helper.Debug.<clinit>()	1	X						1
(48)helper.Child1.goo()->(4)java.lang.Object.<clinit>()	1	X						1
(49)helper.Child1.foo()->(1)helper.Debug.<clinit>()	1	X						1
(49)helper.Child1.foo()->(4)java.lang.Object.<clinit>()	1	X						1
(50)helper.Child1.child1()->(1)helper.Debug.<clinit>()	1	X						1
(50)helper.Child1.child1()->(4)java.lang.Object.<clinit>()	1	X						1
(51)helper.Base.base()->(1)helper.Debug.<clinit>()	1	X						1
(51)helper.Base.base()->(4)java.lang.Object.<clinit>()	1	X						1
(52)polimorph.Overload.foo()->(1)helper.Debug.<clinit>()	1	X						1
(52)polimorph.Overload.foo()->(4)java.lang.Object.<clinit>()	1	X						1
(53)polimorph.Overload.foo(int)->(1)helper.Debug.<clinit>()	1	X						1
(53)polimorph.Overload.foo(int)->(4)java.lang.Object.<clinit>()	1	X						1
(54)polimorph.Overload.foo(java.lang.Object)->(1)helper.Debug.<clinit>()	1	X						1
(54)polimorph.Overload.foo(java.lang.Object)->(4)java.lang.Object.<clinit>()	1	X						1
(55)polimorph.Overload.foo(int,java.lang.Object[])->(1)helper.Debug.<clinit>()	1	X						1
(55)polimorph.Overload.foo(int,java.lang.Object[])->(4)java.lang.Object.<clinit>()	1	X						1
(56)polimorph.Overload.overload1()->(1)helper.Debug.<clinit>()	1	X						1
(56)polimorph.Overload.overload1()->(4)java.lang.Object.<clinit>()	1	X						1
(57)polimorph.Overload.overload2()->(1)helper.Debug.<clinit>()	1	X						1
(57)polimorph.Overload.overload2()->(4)java.lang.Object.<clinit>()	1	X						1
(58)polimorph.Overload.overload3()->(1)helper.Debug.<clinit>()	1	X						1
(58)polimorph.Overload.overload3()->(4)java.lang.Object.<clinit>()	1	X						1
(59)polimorph.Overload.overload4()->(1)helper.Debug.<clinit>()	1	X						1
(59)polimorph.Overload.overload4()->(4)java.lang.Object.<clinit>()	1	X						1
(60)polimorph.PolimorphTest.overload()->(1)helper.Debug.<clinit>()	1	X						1
(60)polimorph.PolimorphTest.overload()->(4)java.lang.Object.<clinit>()	1	X						1
(61)polimorph.PolimorphTest.polimorphic()->(1)helper.Debug.<clinit>()	1	X						1
(61)polimorph.PolimorphTest.polimorphic()->(4)java.lang.Object.<clinit>()	1	X						1
(62)polimorph.PolimorphTest.test()->(1)helper.Debug.<clinit>()	1	X						1
(62)polimorph.PolimorphTest.test()->(4)java.lang.Object.<clinit>()	1	X						1
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(1)helper.Debug.<clinit>()	1	X						1
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(4)java.lang.Object.<clinit>()	1	X						1
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(35)anonymAndInner.AnonymAndInnerTest$1.foo()	1	X						1
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(43)helper.Child2.goo()	2	X				X		17
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(44)helper.Child2.hoo()	1	X						1
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(46)helper.Child3.hoo()	2	X				X		17
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(47)helper.Abstract.foo()	2	X				X		17
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(48)helper.Child1.goo()	1	X						1
(63)polimorph.Polimorph.overloadedInterface(helper.Interface)->(49)helper.Child1.foo()	1	X						1
(64)polimorph.Polimorph.overloadedInterface()->(1)helper.Debug.<clinit>()	1	X						1
(64)polimorph.Polimorph.overloadedInterface()->(4)java.lang.Object.<clinit>()	1	X						1
(64)polimorph.Polimorph.overloadedInterface()->(43)helper.Child2.goo()	5	X	X	X		X	X	87
(64)polimorph.Polimorph.overloadedInterface()->(47)helper.Abstract.foo()	5	X	X	X		X	X	87
(65)polimorph.Polimorph.overloadedInterface2()->(1)helper.Debug.<clinit>()	1	X						1
(65)polimorph.Polimorph.overloadedInterface2()->(4)java.lang.Object.<clinit>()	1	X						1
(65)polimorph.Polimorph.overloadedInterface2()->(46)helper.Child3.hoo()	1	X						1
(65)polimorph.Polimorph.overloadedInterface2()->(47)helper.Abstract.foo()	5	X	X	X		X	X	87
(66)initialization.StaticInit.<clinit>()->(1)helper.Debug.<clinit>()	1	X						1
(66)initialization.StaticInit.<clinit>()->(4)java.lang.Object.<clinit>()	1	X						1
(66)initialization.StaticInit.<clinit>()->(66)initialization.StaticInit.<clinit>()	1	X						1
(67)initialization.StaticInit.staticInit()->(1)helper.Debug.<clinit>()	1	X						1
(67)initialization.StaticInit.staticInit()->(4)java.lang.Object.<clinit>()	1	X						1
(68)initialization.IntermediateInitialization.instantiateChild1()->(1)helper.Debug.<clinit>()	1	X						1
(68)initialization.IntermediateInitialization.instantiateChild1()->(4)java.lang.Object.<clinit>()	1	X						1
(69)initialization.Init.<init>(helper.Interface)->(1)helper.Debug.<clinit>()	1	X						1
(69)initialization.Init.<init>(helper.Interface)->(4)java.lang.Object.<clinit>()	1	X						1
(70)initialization.Constructor.<init>()->(1)helper.Debug.<clinit>()	1	X						1
(70)initialization.Constructor.<init>()->(4)java.lang.Object.<clinit>()	1	X						1
(71)initialization.InitializationTest.test()->(1)helper.Debug.<clinit>()	1	X						1
(71)initialization.InitializationTest.test()->(4)java.lang.Object.<clinit>()	1	X						1
(71)initialization.InitializationTest.test()->(66)initialization.StaticInit.<clinit>()	1	X						1
(84)java8.MethodReference.doSomething()->(98)java.util.Vector.forEach(java.util.function.Consumer)	1	X						1
(84)java8.MethodReference.doSomething()->(99)java.util.Collections$SynchronizedCollection.forEach(java.util.function.Consumer)	1	X						1
(84)java8.MethodReference.doSomething()->(100)java.util.Collections$CheckedCollection.forEach(java.util.function.Consumer)	1	X						1
(84)java8.MethodReference.doSomething()->(101)java.util.ArrayList.forEach(java.util.function.Consumer)	2	X				X		17
(84)java8.MethodReference.doSomething()->(102)java.util.Collections$UnmodifiableCollection.forEach(java.util.function.Consumer)	1	X						1
(84)java8.MethodReference.doSomething()->(103)java.util.Collections$SingletonList.forEach(java.util.function.Consumer)	1	X						1
(84)java8.MethodReference.doSomething()->(104)java.util.concurrent.CopyOnWriteArrayList$COWSubList.forEach(java.util.function.Consumer)	1	X						1
(84)java8.MethodReference.doSomething()->(105)java.util.Collections$EmptyList.forEach(java.util.function.Consumer)	1	X						1
(84)java8.MethodReference.doSomething()->(106)java.util.Arrays$ArrayList.forEach(java.util.function.Consumer)	1	X						1
(84)java8.MethodReference.doSomething()->(107)java.util.concurrent.CopyOnWriteArrayList.forEach(java.util.function.Consumer)	1	X						1
(135)polimorph.Polimorph.interfaceImplementation()->(35)anonymAndInner.AnonymAndInnerTest$1.foo()	1	X						1
(135)polimorph.Polimorph.interfaceImplementation()->(48)helper.Child1.goo()	2	X				X		17
(135)polimorph.Polimorph.interfaceImplementation()->(49)helper.Child1.foo()	2	X				X		17
(136)polimorph.Polimorph.interfaceImplementation2()->(44)helper.Child2.hoo()	2	X				X		17
(136)polimorph.Polimorph.interfaceImplementation2()->(46)helper.Child3.hoo()	1	X						1
(136)polimorph.Polimorph.interfaceImplementation2()->(47)helper.Abstract.foo()	2	X				X		17
(137)polimorph.Polimorph.abstractClassImplementation()->(35)anonymAndInner.AnonymAndInnerTest$1.foo()	1	X						1
(34)anonymAndInner.Outer.inner()->(146)anonymAndInner.Outer$Inner.<init>()	3		X	X			X	70
(40)anonymAndInner.AnonymAndInnerTest.anonim()->(144)anonymAndInner.AnonymAndInnerTest$1.<init>()	3		X	X			X	70
(40)anonymAndInner.AnonymAndInnerTest.anonim()->(145)anonymAndInner.AnonymAndInnerTest$2.<init>()	3		X	X			X	70
(84)java8.MethodReference.doSomething()->(152)java.lang.Iterable.forEach(java.util.function.Consumer)	3		X	X			X	70
(144)anonymAndInner.AnonymAndInnerTest$1.<init>()->(86)helper.Child1.<init>()	2		X	X				6
(145)anonymAndInner.AnonymAndInnerTest$2.<init>()->(116)generics.Generic1.<init>()	2		X	X				6
(146)anonymAndInner.Outer$Inner.<init>()->(75)java.lang.Object.<init>()	2		X	X				6
(15)java8.Java8Test.functionalInterface2()->(79)java.io.PrintStream.println(java.lang.String)	2			X			X	68
(15)java8.Java8Test.functionalInterface2()->(86)helper.Child1.<init>()	2			X			X	68
(15)java8.Java8Test.functionalInterface2()->(87)java.lang.String.<init>(java.lang.String)	2			X			X	68
(15)java8.Java8Test.functionalInterface2()->(88)java.lang.String.toLowerCase()	2			X			X	68
(22)java8.MethodReference.<init>()->(22)java8.MethodReference.<init>()	1			X				4
(69)initialization.Init.<init>(helper.Interface)->(69)initialization.Init.<init>(helper.Interface)	2			X			X	68
(12)java8.Java8Test.lambda()->(167)java.lang.invoke.LambdaMetafactory.compare$java8$Java8Test$0()	1					X		16
(12)java8.Java8Test.lambda()->(170)wala.lambda$java8$Java8Test$0.compare(int,int)	1					X		16
(14)java8.Java8Test.functionalInterface()->(168)java.lang.invoke.LambdaMetafactory.doSomething$java8$Java8Test$1()	1					X		16
(14)java8.Java8Test.functionalInterface()->(171)wala.lambda$java8$Java8Test$1.doSomething(java.lang.String)	1					X		16
(15)java8.Java8Test.functionalInterface2()->(168)java.lang.invoke.LambdaMetafactory.doSomething$java8$Java8Test$1()	1					X		16
(15)java8.Java8Test.functionalInterface2()->(169)java.lang.invoke.LambdaMetafactory.doSomething$java8$Java8Test$2()	1					X		16
(15)java8.Java8Test.functionalInterface2()->(171)wala.lambda$java8$Java8Test$1.doSomething(java.lang.String)	1					X		16
(15)java8.Java8Test.functionalInterface2()->(172)wala.lambda$java8$Java8Test$2.doSomething(java.lang.String)	1					X		16
(84)java8.MethodReference.doSomething()->(166)java.lang.invoke.LambdaMetafactory.accept$java8$MethodReference$0()	1					X		16
(171)wala.lambda$java8$Java8Test$1.doSomething(java.lang.String)->(20)java8.MethodReference.print(java.lang.String)	1					X		16
(172)wala.lambda$java8$Java8Test$2.doSomething(java.lang.String)->(18)java8.Java8Test.lambda$3(java.lang.String)	1					X		16
(173)wala.lambda$java8$MethodReference$0.accept(java.lang.Object)->(20)java8.MethodReference.print(java.lang.String)	1					X		16
(25)generics.GenericsTest.test()->(174)generics.Generic1.generic(helper.Child1)	1						X	64
(25)generics.GenericsTest.test()->(175)generics.Generic1.generic(helper.Child2)	1						X	64
(25)generics.GenericsTest.test()->(176)generics.Generic2.generic(helper.Child2,generics.Generic1)	1						X	64
(25)generics.GenericsTest.test()->(177)generics.GenericsTest.genericMethod(helper.Child2)	1						X	64
(28)generics.Generic3.foo()->(174)generics.Generic1.generic(helper.Child1)	1						X	64
(29)parser.ParserTest.test()->(176)generics.Generic2.generic(helper.Child2,generics.Generic1)	1						X	64
(32)parser.ForParser.validMethod(helper.Child2,generics.Generic1,java.lang.Class[])->(176)generics.Generic2.generic(helper.Child2,generics.Generic1)	1						X	64
(33)parser.ForParser.validGenericMethod(helper.Child2,generics.Generic1,java.lang.Class[])->(176)generics.Generic2.generic(helper.Child2,generics.Generic1)	1						X	64
(40)anonymAndInner.AnonymAndInnerTest.anonim()->(174)generics.Generic1.generic(helper.Child1)	1						X	64
(174)generics.Generic1.generic(helper.Child1)->(3)helper.Debug.debug(java.lang.String)	1						X	64
(174)generics.Generic1.generic(helper.Child1)->(147)helper.Interface.foo()	1						X	64
